pasta,arquivo,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,rms,centroide,largura,contraste0,contraste1,contraste2,contraste3,contraste4,contraste5,contraste6,planicidade,rolloff,zcr,assimetria,curtose,variancia,classe
10,100795-3-1-1.wav,-322.5798383740366,87.86839350783524,-85.93977345059582,-23.427376964073577,7.6556969514535576,-7.639037132897685,-3.0789673171371956,6.963794957127344,10.941406372649807,9.652186585990835,-14.262972589233986,3.773189508577226,7.438928518663388,0.048527926,1749.045491530989,1293.9655417670815,10.374002808914936,10.287597384493948,13.397201065906938,20.401311964674086,17.68072236541588,21.95477696420071,23.83067079287333,0.024835836,2745.1016865079364,0.16830589657738096,0.03185199201107025,14.735314517024161,0.0063688383,3
10,100795-3-1-2.wav,-311.21099296156046,92.81148226475304,-89.85267585454547,-25.56625417439332,10.563785136269052,-8.291225254173009,-6.745599357849789,2.8439112935304656,7.954705357442435,8.478725914916518,-13.30056351908669,6.025482273688654,8.844372721335526,0.05356331,1721.4550658909038,1239.7526426400193,9.828578375134285,10.124614749107307,14.752009918246566,18.983418554259,17.860966278313697,21.964184240015665,24.098372393847896,0.024042727,2656.498015873016,0.17032490079365079,-0.006810455117374659,12.202755170247812,0.0068678674,3
6,101281-3-0-0.wav,-172.56152545328425,9.275482463806188,-50.314196004973795,-1.6533881881615764,-17.8418688618449,-7.621864961389636,-3.663205933630907,3.77754988792909,-5.18565654375646,5.360398291766376,4.493990123477277,2.1783146847778467,-0.9207113298790365,0.036365423,2882.0616037997747,1818.2204366594183,11.482039222465243,10.375531729425894,14.52496414499714,15.841473194711366,15.491781384471278,17.363382451803375,34.63587119880205,0.14125371,5025.359623015873,0.30243985615079366,0.003930003382265568,10.33330767483792,0.002127707,3
6,101281-3-0-14.wav,-53.29044173953689,13.459512801423504,-56.50624699197287,-10.23301645997996,-25.614660358941585,-13.034098464221236,-9.603884234353554,-0.6606640184624968,-4.079799708399371,10.670820198017463,5.286588806283801,7.399457905364109,1.3228621875002287,0.10136924,2713.11162115086,1810.842154572555,10.557435432943569,10.692467464932012,17.673663128859427,17.29731771092775,16.378855057925616,16.826043721653093,38.03309219967867,0.120399185,4817.7703373015875,0.2672332279265873,-0.1041790023446083,2.2418106090039362,0.011782716,3
6,101281-3-0-5.wav,-124.45684753215403,18.292476556568026,-55.857274389392096,4.402104275134635,-20.807336079970074,-10.293329363279044,-5.835070656641246,2.4133344836314947,-6.007010313661339,6.862369582389896,2.500622490615096,-1.0736230582246367,-2.9615877844449,0.051244613,2702.230104642047,1722.739175326374,10.094251013772437,10.768575653117866,13.52618123138924,16.08651231893281,15.562178324097296,17.612906493966552,35.76578371796634,0.12094267,4586.1235119047615,0.2849547371031746,-0.052376508712768555,6.023039051466871,0.0034577881,3
1,101415-3-0-2.wav,-390.35713675372216,97.67830159006485,9.56017769309998,-18.131693860185546,1.3058644980218082,-8.482044959408537,-15.619947729724268,-8.207022442317642,-10.896497690205424,1.976285292904354,-8.41142720633511,2.883018419986223,-2.1793166339271712,0.067942075,981.8851123713995,1346.1486324892537,19.611681289428397,13.109063773713265,15.106492861827054,18.75468808083282,17.838036432831622,18.83122300638783,21.5490045251692,0.003959001,1829.1790674603174,0.050862630208333336,-0.19113284349441528,11.289521799249188,0.012836239,3
1,101415-3-0-3.wav,-349.0530652676907,133.21910588097117,15.961289024970192,-33.121634009976965,-1.2107349025505085,-17.21264734441569,-29.948525115975592,-22.36022517299745,-18.09892299548331,4.255387937865949,-8.396765142144858,6.69823037373174,-8.827349051470518,0.07453474,878.8166085605744,1164.5895291942434,21.656043349090837,14.445466268309936,14.10540508790898,21.058373766201196,19.24307614171587,20.546521903378263,24.425487896625242,0.0021658437,1453.4350198412699,0.054478236607142856,-0.344435453414917,10.155614313330286,0.011609142,3
1,101415-3-0-8.wav,-405.2742284417369,69.10778628705964,4.634188094707872,-2.404047463008718,4.057637763820922,-5.240317035637441,-8.35424382004718,-1.8741682099636714,-4.141827287656824,4.956520856374614,-1.909837596761358,-0.45323834094390575,-2.7887241521639567,0.042009573,1173.8319727791627,1519.0827710396366,20.847893760062615,12.295313735036942,13.480579582800804,17.41492452913766,16.1341664676485,18.46549710026921,19.906474397419764,0.011863811,2308.90376984127,0.05990358382936508,-0.2949340045452118,22.447606874663972,0.0074268607,3
7,101848-9-0-0.wav,-196.90549121761595,134.31746203598203,-9.650523710624828,17.03145854751057,9.930992482063338,0.28866143372300046,-5.8455009857265186,14.372801566678673,-3.4663217567449576,-2.301822428705833,-1.6963739568652838,-1.1341288631581052,-6.9771286212560915,0.04753528,1151.4200820591252,1416.3489128715023,24.418968486207,12.764513934877945,14.836143406893854,18.54922329919193,18.48445662601714,22.301572564464784,30.727098595017562,0.0058339406,2190.3521825396824,0.07671440972222222,0.021732591092586517,1.0348618033551489,0.0024048204,9
7,101848-9-0-1.wav,-198.0659833139522,134.02056694860397,-10.15597503825013,15.673614923015379,11.208232948820728,0.5444798949677294,-3.428731922028998,14.114996593819184,-4.045632002658428,-3.229448975903754,-2.796298543254777,-1.1875692186033073,-7.1884541648209135,0.046425145,1153.1590718293864,1434.3947918875801,24.156693921809868,13.053519706157338,15.084797365037481,17.635939798978693,17.989792047476794,21.500020279458912,29.819131791091756,0.006232279,2185.8878968253966,0.07165333581349206,0.034717682749032974,0.7780847191031905,0.0022812379,9
7,101848-9-0-2.wav,-196.77937928865765,126.66778439692943,-5.597114693114568,13.694363806459931,11.646235550677696,1.7688094855921956,-2.8400902572241025,14.446813013595238,-8.977150667472534,-4.798851635020063,-3.810706865475825,0.28368055940477777,-3.9628454249889917,0.045452755,1263.0424820080045,1537.4312834045566,23.85728724455337,13.384296105235515,15.127966606902055,17.797790252671422,19.441842907263517,22.794373102639703,31.796233228779677,0.0072541796,2523.809523809524,0.08436414930555555,0.011909659951925278,0.7955244139034523,0.0021979208,9
7,101848-9-0-3.wav,-201.2563069529554,134.02486398508586,-6.237316235911628,15.005389723742784,11.58860454272,4.723552219098762,-3.8938315589778383,9.852402937481529,-10.076585869334181,-3.2534908359005295,-5.344636459678216,-1.7550331817207576,-3.9273622286431524,0.048216213,1178.7366194432714,1454.4562987035256,22.52570145770127,12.743604263098305,15.233314229634807,18.032029794034496,19.971357119390113,22.520916270279336,31.312799975778933,0.0058102678,2330.0471230158732,0.07871016245039683,0.015657445415854454,1.1107857727290602,0.002513012,9
7,101848-9-0-8.wav,-210.67876520759899,138.01690723162574,-6.984672391213238,14.596923102419412,9.20618495789325,2.6770560402016748,-10.78865882350199,11.135749568775854,-3.884884457150958,-0.45592614593151165,-0.763662491901566,0.9099204815761995,-5.140168717665195,0.040801004,1139.1140493415428,1418.4609106381224,19.961374432675726,12.43211047190775,14.573857833882995,17.47145390302036,17.227214985766523,20.54443836388203,29.29676226383964,0.0072522666,2127.1081349206347,0.06954520089285714,-0.10264313220977783,1.3828842858623922,0.0017833639,9
7,101848-9-0-9.wav,-205.75465980288774,131.6281314879711,-5.73138726803995,14.465478521689878,10.132047278022155,0.3497326415344899,-9.016949611790674,12.889965090080064,-2.329650665887279,2.2545678683611947,-0.8945060287480187,0.030174421843016924,-8.304549166772384,0.040696483,1211.2236210977474,1488.357327344272,20.547043129060523,12.196052089297286,15.409308842303556,18.0035515222755,17.23606576518013,21.609407366476088,30.12688115827747,0.007916867,2265.31498015873,0.07784985739087301,-0.08471184223890305,1.4225961935534777,0.0017753948,9
4,102102-3-0-0.wav,-260.90801641670896,85.5384132960151,-47.12651684410726,4.638973203037235,-20.57209550832756,3.2129295300843994,-5.287101175075032,2.4804608368466874,4.302750256358733,5.431960298642363,8.193436924499542,-0.6764834533865796,0.9419125631467281,0.014252717,1897.1474601280522,1547.824695509841,11.842831898369386,10.484293511893535,12.361936189021888,16.98263045969134,15.051488722965557,16.1803472183025,28.938177882186015,0.055414647,3428.721005154639,0.17194043975515463,0.17590810358524323,3.6813788232876927,0.00023809551,3
10,102103-3-0-0.wav,-233.8281140575162,66.93806835285338,-49.44116679297666,5.050021121975561,-16.60049857342081,4.430618976510625,-9.588583343732392,2.355559333719828,9.654143082283806,10.367278590038046,8.487898064541461,0.6790709474208407,-0.46670329623301815,0.022079132,2081.455645571553,1596.4619130291367,11.561874772904623,11.100313888624864,14.163707408829131,19.24757363164929,16.247033098873146,16.912856180477306,28.70327075811205,0.055491976,3662.6838235294117,0.15923713235294118,-0.15544426441192627,3.3686613527320493,0.0005735709,3
10,102103-3-1-0.wav,-259.8198362971994,65.39214258106739,-39.946620576334,21.958453897872285,-14.369069012893602,-0.6739119686403934,-2.902774912700819,-2.5855396120730756,3.4053902755021435,6.454788813796501,7.055782583756383,4.598471663475814,-0.7805729186465477,0.010626041,2204.9857641937483,1675.7852106144264,10.42471958032155,9.966014841173301,12.247305848975612,18.34927328165645,13.681075922427773,17.869562204237795,27.474249650028028,0.07311645,3826.3221153846152,0.21236478365384615,0.05249803885817528,1.661588562154745,0.000118122334,3
2,102104-3-0-0.wav,-232.71195257547353,75.03440417956773,-47.55046798850295,7.197266043549879,-17.624216505893195,2.4937325456350576,-7.9487333357284475,10.378133097577287,1.0866535723643016,7.263561830597333,3.279487624400477,4.608580941966154,-5.164985177407359,0.022834834,2015.757622555728,1565.397824978581,11.90218386491359,9.70507394197769,12.050455691687441,17.86952768477715,15.462090651854586,15.361278499821255,29.79712857670564,0.07306881,3557.9927884615386,0.1790489783653846,0.33460739254951477,6.749406538956677,0.00076562184,3
3,102105-3-0-0.wav,-222.73567698634787,71.62105006710979,-52.54863170735182,4.90667324367477,-18.86087967081905,3.104461684293582,-10.128475010112075,5.985118202748242,2.718101108283493,6.983957459777783,6.994951386134959,2.611245756286621,-0.41875885386668826,0.023517204,2019.263155452104,1567.7180103362539,11.438103068525185,9.794473705905578,12.217136898797444,18.23228869571434,14.945412887766796,15.974599720243463,30.38617991331088,0.061685402,3643.7872023809523,0.17389012896825398,0.28909027576446533,10.00635388380982,0.0007946576,3
1,102106-3-0-0.wav,-232.5487950652228,87.4743305606153,-52.21192690921748,-6.289503457872431,-16.315060525066496,3.5677466377831917,-4.0447782619477675,9.538297892512942,3.3002385770213203,10.90625363530723,14.802060956711774,5.6498177705136445,2.6724474996462657,0.029736927,1800.2496230194506,1498.7025632083341,13.272416963643858,9.775219464522749,12.605824070751796,17.911455625353657,16.275719226922202,17.34623864747684,29.41640036958317,0.044714503,3197.8665865384614,0.15644719050480768,0.06710460782051086,6.669770922956376,0.0013132967,3
1,102305-6-0-0.wav,-363.06592854041594,124.26931575214954,28.385935621245512,11.455471427318162,-6.948544800570685,1.042331234438098,0.44456727813629165,7.2215907430511725,2.058297973462014,1.759737347142112,-2.4863841617799824,7.047068263823314,9.119465513734376,0.021604743,1099.696499874123,1568.048081045699,14.221992110272687,11.11929544233161,12.933064910054071,15.484851433221579,15.904178064948036,14.23857714731862,23.350760657925324,0.018482357,2174.2568597560976,0.054860184832317076,0.06239540874958038,17.069110760684506,0.0010628027,6
5,102547-3-0-2.wav,-493.8704460235136,61.68035677195969,9.926279636778894,-3.5729591035565016,3.1602631472250358,-1.451210292664981,-7.54390686606547,0.291848619465793,-8.037438459653268,1.3313132147465674,2.677967086273986,1.39587957250513,2.292173143766204,0.024100157,1355.4159804375888,1683.8955814164854,15.35357878664133,11.936607585325726,15.469699742253335,18.393786943779876,17.57511667817419,18.820041116307173,17.96444526738009,0.016192136,2917.65873015873,0.06655738467261904,-0.1371927708387375,25.377783171818333,0.0029135342,3
5,102547-3-0-7.wav,-474.6008792263254,42.78594939458215,1.4552617142017352,-5.987332361765275,-1.0401236453653735,-3.0020993220958627,-3.805370725202363,0.013301205305263115,-4.585659667648533,0.1848785811540318,1.1503582185804317,2.383972649489608,1.9325796085017861,0.020267447,1514.393450562658,1750.9133115539007,13.766982024441068,10.933407115458973,14.415361211672751,16.47070334729354,16.515241010977356,18.2423028753575,17.231256676583,0.02384483,3239.7693452380954,0.08779761904761904,0.45088788866996765,48.12663343727028,0.0035580269,3
5,102547-3-0-8.wav,-424.2241449815846,85.99440294046697,2.4507971532244626,-12.687190692265307,-3.9389839788253243,-8.02022206128593,-13.166543072457078,-3.8602293645721617,-12.407241168246635,-0.49744428995139633,0.7015914311172127,-0.6366628146639564,1.3379843967953835,0.036197867,1396.455420158342,1594.553074349141,16.15741965020344,10.86187158724992,14.891995954058261,17.59799315578567,17.744009684940135,18.782755863738696,20.665208640433672,0.022259397,2722.408234126984,0.08783637152777778,0.18767984211444855,25.51042942260826,0.005726776,3
1,102842-3-0-1.wav,-379.0787239972031,100.68728944316317,39.17160882862802,27.32875005178288,9.582223441747752,9.004596450182548,-1.5675658234713694,0.02864087302123193,-7.185204492163775,-3.4600408561867404,-7.774048550552474,-0.33573656549696435,0.2956458596177804,0.010469815,1386.824194683804,1926.4037127124939,18.42490316682402,11.390191628696716,14.939336960324884,19.010969447016468,13.849629590691604,13.934021187561562,23.44867351024967,0.014143869,3482.6388888888887,0.06599934895833333,-0.005280236713588238,13.34018121762357,0.00019048821,3
1,102842-3-1-0.wav,-358.1628578059258,102.51943916410036,22.554123741376472,17.997775046754988,4.577753312270823,5.996578699071097,-7.831077128144393,-3.5723789584372527,-3.1893193382780156,4.534938065767974,-0.216068354461564,4.936993722146666,5.389684089165505,0.008526356,1465.7633917711073,1879.0164804669382,20.490252532361694,13.096217464732788,16.4937400378928,20.16883937285708,15.506880470125783,14.34483106811539,23.767841534799906,0.01769932,3482.3288690476193,0.07358320932539683,-0.136051207780838,1.5992152826651367,7.9403e-05,3
1,102842-3-1-5.wav,-377.9913809942498,82.89908088597126,18.659874643995924,20.567044475362927,7.1492454663327445,7.9222053310090725,-1.6334464868209801,2.8832346454832867,-0.3279731294894546,5.208665355545918,1.153276915230895,7.9945524830566885,5.465546945557092,0.0058945473,1831.8432556271264,2080.156163053128,18.06801854714578,12.062766798793533,16.30077211350791,19.538723308750914,14.599367953876822,14.47430858080037,23.85573470854769,0.03641294,4397.011408730159,0.09748961433531746,-0.10422039031982422,10.820903959476574,4.6098383e-05,3
1,102842-3-1-6.wav,-382.7467286762404,78.38077881547524,17.53609876457628,20.025194086091243,6.870974890350739,9.63511657587058,0.9443052224154062,4.138072151110815,-0.7778832504890143,5.992123311972035,1.3096049239752479,7.1884381093361585,6.072312214187441,0.0056052594,1918.6912284414068,2107.602744770266,18.452184561201342,11.803247955064428,16.39825612787628,19.343035787075088,14.783848623536253,14.424201515966354,24.064592816200694,0.043186583,4544.642857142857,0.10157025049603174,-0.12146292626857758,14.088453878799989,4.421111e-05,3
7,102853-8-0-0.wav,-183.83795665082897,112.11467688210305,-44.45852968210836,-11.865190101919936,-18.54503502677633,14.98040548679629,18.195660422510578,7.208997612953789,-16.229088127002058,-1.5991113725068888,-7.025341841428888,-13.047064390131803,-12.965664068164765,0.044692982,1496.4878475020307,1340.6505337176081,16.567700998352077,11.514590177636661,14.277092524644173,18.323547582521122,20.772817737640015,19.22101170908641,30.485003470749106,0.010551024,2573.5987103174602,0.1364591083829365,0.010111953131854534,0.22292283352524933,0.0020503325,8
7,102853-8-0-1.wav,-180.15545983342346,109.26254218079845,-47.90580311135565,-12.299236857727708,-13.076580809517521,17.0155639226711,14.815127866823895,4.4357147506642045,-16.826897001331194,-0.04543579828598274,-5.333506675958219,-10.03657938387344,-11.298019868964806,0.045716487,1531.0085769959064,1352.291251880578,14.650073820607595,10.068814213801248,13.97785679419802,17.86451247291865,20.810911395127228,18.24111004750204,30.406136090672607,0.0122804,2626.5500992063494,0.13965618799603174,-0.2524191439151764,11.731830992065552,0.0023830554,8
7,102853-8-0-2.wav,-186.17753341265635,111.00949138574873,-41.50278947241517,-15.296981449648213,-8.40823631452639,17.11721642730128,14.093951143473737,6.186235728858991,-15.134865803225436,0.11880956109185552,-5.787715303539421,-7.085550542179778,-9.330769019066159,0.038786698,1534.0341518364894,1427.4382535598638,14.404266940731128,10.10077395397971,13.278777267222374,17.319778233476352,20.34964513426174,17.359229453656653,29.62111364659826,0.015169918,2638.4548611111113,0.13833472842261904,-0.39466917514801025,20.76822783024075,0.0018049655,8
7,102853-8-0-3.wav,-195.2147773697596,103.82982406352104,-34.9458341161061,-15.477383229764378,-1.2713433133614973,20.50191525658034,13.909744527890098,2.8141778434681477,-14.375840782615583,4.182481974226581,-2.87333199930675,-5.749081212723991,-9.174138156069086,0.029065758,1643.1552545368945,1564.585822309817,13.096993533095961,10.173435214446236,13.329713485154755,16.671268561003163,20.0815686808908,16.46939514277814,29.401558966719083,0.024617476,2936.0119047619046,0.14563957093253968,-0.029419967904686928,0.09339671038443109,0.00085583486,8
7,102853-8-0-4.wav,-188.03752973351442,95.79570219514137,-27.996892168292042,-14.612796834110814,0.695924583808442,19.28942800632231,14.016052438173602,4.8649282778088905,-11.993230406428955,3.3726720005717574,-2.981945244931916,-5.657719573632756,-6.733672613516808,0.027094526,1766.0519717629284,1718.684915004659,13.559651508726901,10.238568670988617,13.542635762953065,16.187863969073614,19.226837606465402,15.940008202848952,29.970225925992743,0.035967432,3393.7872023809523,0.14733692956349206,-0.03257449343800545,0.11115109877594742,0.0007387303,8
7,102853-8-0-5.wav,-176.57133416842726,97.21413050109531,-27.591399835076224,-12.213909437541252,-4.8481030771829525,13.932337975777482,10.566623546684237,7.863179358845074,-8.378667352059795,1.173871069798685,-8.74876605274258,-6.380120054747712,-3.838795605684854,0.027324883,1762.3130543408572,1726.3357262342852,13.280199669808605,10.26990495660663,13.727468480641237,16.731828743469297,17.740694093973193,15.993000182413688,30.451214751011285,0.042381942,3457.465277777778,0.1395941840277778,0.0015623081708326936,0.12256278955252986,0.0007525565,8
7,102853-8-0-6.wav,-167.62681670683938,101.08076908269369,-27.50247710377518,-4.518142857601126,-5.0001790155417245,14.8835942093852,2.422252906244613,8.223698910142135,-3.866261272999948,6.429542982010269,-8.293445220870241,-4.287327220821266,-4.044529656704059,0.028253552,1702.8986105341312,1679.509405381915,13.172756469288789,10.621751093869339,14.322920293264977,15.379037150068866,16.19202970652598,15.645677960636633,30.871019114877072,0.044513006,3385.6646825396824,0.13509502108134921,-0.032332584261894226,0.27724215145602926,0.0008135377,8
7,102853-8-1-0.wav,-175.3593110970859,115.03478145144416,-31.763217329114486,-16.759568427168386,-8.977114891562733,12.486302608788193,0.1659539266066808,16.97577123127621,-7.89517847888404,-12.329612566805045,-8.645413271924614,-4.0050016429564845,-2.95229338800426,0.033496145,1523.186326918979,1520.1329381436901,14.444190423847264,10.182106953610875,12.480845148654222,16.50759487739464,18.03932482276877,17.697510790114034,31.880600973546052,0.020879332,2656.684027777778,0.12644546750992064,-0.0234664436429739,0.03885100954920384,0.0011359181,8
10,102857-5-0-0.wav,-131.24933763308823,94.43144457498632,-14.735110713417832,14.752246272895176,12.68957833441949,16.477313447538144,19.9423041483984,26.424612386521694,3.3945012127380023,6.024975854179355,9.709507753910582,17.703823898186286,-1.2184418541915072,0.12199349,1404.6426846894797,1777.7059521244514,19.730081308822626,11.175388249264484,14.821644533343262,15.178773617565282,16.980193873143342,19.4440560457229,32.40423432060836,0.005551559,2966.7038690476193,0.03144376240079365,-0.27129173278808594,-0.9720161594561825,0.014918525,5
10,102857-5-0-1.wav,-132.07959938144253,94.42571070597171,-13.574250256616816,14.877302996169103,13.650582750068022,16.2744561485346,19.3178117341416,26.678371857650244,3.7150137595708452,6.920570992871729,9.954997077647787,16.969113392476675,-1.9739584677710158,0.12208049,1400.8319030451505,1783.8756368636832,20.298896637390303,11.707631746622278,14.384653880035083,15.480775785073643,17.08466118950266,19.51300394462465,32.307144467214336,0.0055379756,2959.8834325396824,0.03282722594246032,-0.27025729417800903,-0.9443565302327759,0.0149387,5
10,102857-5-0-10.wav,-131.34025924637908,91.52928042764036,-12.684948487180819,14.068765099376346,12.407516901028549,16.85348276722431,21.426896666163174,26.924093770121477,3.6025325789697082,6.931901635142052,8.352826177406916,17.719254144041745,-0.8431041912325327,0.12897481,1422.020151316156,1810.2759387113588,20.057715067133547,11.40572248806047,14.139095547434986,15.805533441123279,17.696832455715768,19.219660913383198,32.56006697295134,0.0051980694,3063.2440476190477,0.027591765873015872,-0.26585841178894043,-1.0301896862348006,0.016745225,5
10,102857-5-0-11.wav,-130.3544909681786,93.96874372534258,-11.412075650840594,14.364235931953258,12.34583120711601,15.790553211087014,20.288269194240836,26.13454796933628,3.8187467564826933,7.147141571040712,6.749154133836696,17.26529146530268,0.060430266393308674,0.13317284,1389.6184067572117,1797.4183367658804,20.546182701739685,10.87998119873954,14.004530389003627,15.724596351217638,16.91857849585289,19.034354979894445,32.29924871124316,0.0048040035,3006.5104166666665,0.026068793402777776,-0.27008894085884094,-1.0519638728653775,0.01782096,5
10,102857-5-0-12.wav,-130.98811621642713,93.76499590475278,-11.878202127401146,14.67858855095607,12.345497130358828,15.345654129211349,19.62366421167379,26.388849167633285,4.755210367657511,7.066794902888124,6.4357212238658335,17.176558192248148,-0.819213512581973,0.12991041,1397.0970672644753,1798.1175153395677,20.847665089375134,11.353743437480132,13.814949518304068,15.438401895952918,16.743875625774795,19.069021993411134,32.46982215221016,0.0049730735,3020.027281746032,0.026413690476190476,-0.2797454297542572,-1.036169939986672,0.016891913,5
